EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Predicted_Attrition,Probability_Attrition
721,51,0.0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10,1.0,0.5587187118437118
722,31,0.0,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,1.0,0.5892103174603175
723,45,0.0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,1.0,0.5748894887412328
724,52,0.0,Non-Travel,715,Research & Development,19,4,Medical,1,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,1.0,0.6192281746031746
725,58,1.0,Travel_Rarely,147,Research & Development,23,4,Medical,1,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,1.0,0.5387962347729789
726,30,1.0,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,1.0,0.7296785714285714
727,39,,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2,1.0,0.6473710317460316
728,29,0.0,Travel_Rarely,1210,Sales,2,3,Medical,1,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0,1.0,0.5948988095238097
729,44,0.0,Travel_Rarely,477,Research & Development,7,4,Medical,1,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17,1.0,0.5521632982650423
730,36,0.0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,1.0,0.6224781746031747
731,34,,Travel_Rarely,790,Sales,24,4,Medical,1,1,Female,40,2,2,Sales Executive,2,Single,4599,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10,1.0,0.6440456349206349
732,31,,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,1.0,0.6453789682539682
733,31,0.0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,1.0,0.7026746031746032
734,21,0.0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,1.0,0.7168550420168067
735,36,0.0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,1.0,0.6024702380952381
736,25,0.0,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2,1.0,0.617125
737,46,0.0,Non-Travel,1144,Research & Development,7,4,Medical,1,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,1.0,0.6303115079365079
738,29,0.0,Travel_Rarely,738,Research & Development,9,5,Other,1,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,1.0,0.6354781746031748
739,44,1.0,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0,1.0,0.6585079365079366
740,26,0.0,Travel_Rarely,933,Sales,1,3,Life Sciences,1,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,1.0,0.5730496031746032
741,55,0.0,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,1.0,0.6044722222222222
742,47,,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,1.0,0.5727466315983757
743,35,0.0,Travel_Rarely,464,Research & Development,4,2,Other,1,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0,1.0,0.6293948412698412
744,29,,Travel_Rarely,1092,Research & Development,1,4,Medical,1,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2,1.0,0.635359126984127
745,29,1.0,Travel_Frequently,337,Research & Development,14,1,Other,1,3,Female,84,3,3,Healthcare Representative,4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,1.0,0.6367460317460317
746,34,,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,1.0,0.6427857142857144
747,32,0.0,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,1.0,0.6282281746031746
748,41,1.0,Travel_Rarely,1356,Sales,20,2,Marketing,1,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2,1.0,0.7213055555555556
749,28,1.0,Travel_Rarely,890,Research & Development,2,4,Medical,1,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,1.0,0.6366448412698413
750,35,0.0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,1.0,0.6796746031746033
751,29,,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3,1.0,0.6145853174603174
752,28,0.0,Travel_Frequently,791,Research & Development,1,4,Medical,1,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,1.0,0.6766388888888889
753,45,0.0,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,1.0,0.6360972222222222
754,42,0.0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,1.0,0.5821031746031745
755,29,0.0,Non-Travel,746,Sales,2,3,Life Sciences,1,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,1.0,0.6169662698412699
756,26,0.0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,1.0,0.6831746031746033
757,59,0.0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,1.0,0.5542148855666297
758,31,0.0,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3,1.0,0.6235615079365079
759,18,,Non-Travel,1431,Research & Development,14,3,Medical,1,2,Female,33,3,1,Research Scientist,3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0,1.0,0.6352043650793651
760,52,0.0,Travel_Rarely,319,Research & Development,3,3,Medical,1,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,1.0,0.6530619658119657
761,44,,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,1.0,0.6492638888888888
762,38,0.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,1.0,0.5919827427094868
763,30,0.0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,1.0,0.6326448412698413
764,39,1.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,1.0,0.5514986157253599
765,35,,Travel_Frequently,146,Research & Development,2,4,Medical,1,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,1.0,0.6762222222222222
766,35,,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,1.0,0.644204365079365
767,34,0.0,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,1.0,0.596232142857143
768,40,,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,1.0,0.6074543650793651
769,45,,Travel_Rarely,1329,Research & Development,2,2,Other,1,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,1.0,0.5557321428571429
770,48,,Travel_Rarely,492,Sales,16,4,Life Sciences,1,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7,1.0,0.5913174603174604
771,41,0.0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,1.0,0.6023988095238095
772,36,,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,1.0,0.6296448412698413
773,42,,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14,1.0,0.5488835363602805
774,26,1.0,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,1.0,0.697313492063492
775,28,,Travel_Rarely,580,Research & Development,27,3,Medical,1,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,1.0,0.655454365079365
776,42,0.0,Travel_Frequently,1271,Research & Development,2,1,Medical,1,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,1.0,0.6868888888888889
777,41,0.0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,1.0,0.5723121077888519
778,30,0.0,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,1.0,0.5924404761904762
779,30,0.0,Non-Travel,111,Research & Development,9,3,Medical,1,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,1.0,0.5288888888888889
780,19,1.0,Travel_Rarely,419,Sales,21,3,Other,1,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,1.0,0.6876269841269841
781,33,,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,1.0,0.6359781746031746
782,27,0.0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,1.0,0.6433710317460317
783,38,0.0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,1.0,0.508263888888889
784,36,0.0,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,1.0,0.5377996031746032
785,38,,Travel_Rarely,1153,Research & Development,6,2,Other,1,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,1.0,0.6401210317460317
786,32,1.0,Travel_Rarely,1033,Research & Development,9,3,Medical,1,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,1.0,0.6334126984126983
787,39,0.0,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,1.0,0.6056805555555556
788,33,1.0,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,1.0,0.6305138888888889
789,46,0.0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,1.0,0.6108353174603174
790,46,0.0,Travel_Rarely,1125,Sales,10,3,Marketing,1,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,1.0,0.6835555555555556
791,41,0.0,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,1.0,0.5923313492063492
792,21,,Travel_Rarely,501,Sales,5,1,Medical,1,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2,1.0,0.7046269841269843
793,39,0.0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,1.0,0.6470317460317458
794,44,,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,1.0,0.6375555555555555
795,34,1.0,Non-Travel,1362,Sales,19,3,Marketing,1,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,1.0,0.6906210317460318
796,34,0.0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11,1.0,0.623390873015873
797,39,,Travel_Rarely,119,Sales,15,4,Marketing,1,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,1.0,0.5530085363602806
798,29,0.0,Travel_Rarely,144,Sales,10,1,Marketing,1,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,1.0,0.6073333333333334
799,37,0.0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,1.0,0.6256769841269841
800,35,0.0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,1.0,0.6422638888888887
801,46,0.0,Travel_Rarely,644,Research & Development,1,4,Medical,1,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,1.0,0.6319365079365079
802,47,1.0,Travel_Frequently,719,Sales,27,2,Life Sciences,1,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,1.0,0.7115912698412699
803,30,0.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,1.0,0.6242698412698412
804,29,0.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,1.0,0.6247876984126983
805,50,0.0,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,1.0,0.5728214285714285
806,34,0.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,1.0,0.6378591269841271
807,31,1.0,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,1.0,0.6243928571428572
808,48,0.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,1.0,0.6326448412698413
809,31,,Travel_Frequently,715,Sales,2,4,Other,1,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3,1.0,0.6194246031746032
810,49,,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,1.0,0.6284424603174603
811,43,0.0,Travel_Rarely,1473,Research & Development,8,4,Other,1,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,1.0,0.6832817460317461
812,34,0.0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,1.0,0.5875043650793651
813,60,0.0,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,1.0,0.6246650793650794
814,52,0.0,Travel_Rarely,258,Research & Development,8,4,Other,1,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,1.0,0.6401626984126983
815,25,0.0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,1.0,0.6023988095238095
816,46,0.0,Travel_Rarely,705,Sales,2,4,Marketing,1,2,Female,83,3,5,Manager,1,Single,18947,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1,1.0,0.6159424603174606
817,24,,Non-Travel,830,Sales,13,2,Life Sciences,1,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,1.0,0.6326924603174604
818,29,0.0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,1.0,0.624013888888889
819,41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,1.0,0.5685496031746032
820,45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,1.0,0.6023988095238095
821,30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,1.0,0.6021666666666667
822,33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,1.0,0.6387757936507936
823,33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,1.0,0.6293948412698412
824,42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,1.0,0.6043769841269842
825,43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,1.0,0.565484726836471
826,39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,1.0,0.5858458379475822
827,39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,1.0,0.6080000000000001
828,35,0.0,Non-Travel,1212,Sales,8,2,Marketing,1,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,1.0,0.6559920634920637
829,40,,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,1.0,0.7033174603174603
830,26,1.0,Travel_Rarely,1449,Research & Development,16,4,Medical,1,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,1.0,0.6593888888888888
831,40,,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,0.0,0.4905482188999629
832,51,0.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,1.0,0.6127757936507937
833,45,,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,1.0,0.5321051587301587
834,40,0.0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,1.0,0.5306488095238096
835,32,0.0,Travel_Rarely,604,Sales,8,3,Medical,1,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,1.0,0.5250019841269842
836,28,0.0,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,1.0,0.6441210317460316
837,31,,Travel_Frequently,1125,Sales,7,4,Marketing,1,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,1.0,0.6094583333333334
838,58,,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,1.0,0.6561150793650795
839,40,0.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,1.0,0.566437107788852
840,45,0.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,1.0,0.5665978220745661
841,44,0.0,Travel_Rarely,1315,Research & Development,3,4,Other,1,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,1.0,0.643204822954823
842,50,0.0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,1.0,0.6610186757686758
843,45,0.0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,1.0,0.6176805555555556
844,35,0.0,Travel_Frequently,853,Sales,18,5,Life Sciences,1,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,1.0,0.58834126984127
